post_id,titulo,precio,moneda,provincia,barrio,localizacion,tipo_propiedad,tipo_operacion,superficie_total,superficie_cubierta,dormitorios,ambientes,banos,expensas,piso,departamentos_x_piso,pisos,antiguedad,tipo_departamento,disposicion,condiciones_especiales,tipo_vendedor,vendedor,fotos,latitud,longitud,cocheras,descripcion,apto_credito,con_aire,con_jardin,con_parrilla,con_pileta,apto_profesional,url,
745882166,Departamentos en Venta en Colpayo 303,95.000,U$S,,,Colpayo 303 Caballito - Capital Federal,Departamento,Venta,,,,,,,,4,6,,,,,,Urbankaizen,,,,1,,,,,Si,Si,,https://departamento.mercadolibre.com.ar/MLA-745882166-emprendimiento-caballito-303-plaza-duentildeo-directo-_JM,
704238322,Casas en Venta en Colectora Norte Acceso Oeste - Terravista ...,350.000,U$S,,,Colectora Norte Acceso Oeste - Terravista 1 General Rodríguez - Bs.as. G.b.a. Oeste,Casa,Venta,,,,,,,,,,,,,,,Castex Propiedades Srl,,,,,,,,,,Si,,https://casa.mercadolibre.com.ar/MLA-704238322-emprendimiento-terravista-_JM,
750172365,Departamentos en Venta en Avenida Del Libertador 1366,174.000,U$S,,,Avenida Del Libertador 1366 Vicente López - Bs.as. G.b.a. Norte,Departamento,Venta,,,,,,,,,,,,,,,Bellagamba Mktg Inmobiliario,,,,,,,,,,,,https://departamento.mercadolibre.com.ar/MLA-750172365-emprendimiento-shulbius-liby-_JM,
704241460,Terrenos y Lotes en Venta en Colectora Este Ramal Pilar 45,230.000,U$S,,,Colectora Este Ramal Pilar 45 La Lomada - Pilar - Bs.as. G.b.a. Norte,Otro,Venta,,,,,,,,,,,,,,,Castex Propiedades Srl,,,,,,,,,,Si,,https://terreno.mercadolibre.com.ar/MLA-704241460-emprendimiento-la-lomada-_JM,
745707185,Departamentos en Venta en Honduras 4600,159.200,U$S,,,Honduras 4600 Palermo - Capital Federal,Departamento,Venta,,,,,,,,,10,,,,,,Inmobiliaria Orwel,,,,59,,,,,,Si,,https://departamento.mercadolibre.com.ar/MLA-745707185-emprendimiento-soho-life-style-_JM,
754649649,Terrenos y Lotes en Venta en Puertos Del Lago 1,55.000,U$S,,,Puertos Del Lago 1 Puertos - Escobar - Bs.as. G.b.a. Norte,Otro,Venta,,,,,,,,,,,,,,,Castex Propiedades Srl,,,,,,,,,,Si,,https://terreno.mercadolibre.com.ar/MLA-754649649-emprendimiento-puertos-barrio-vistas-_JM,
745071512,Departamentos en Venta en Fray Justo Santa María De Oro 2300,68.700,U$S,,,Fray Justo Santa María De Oro 2300 Palermo Soho - Capital Federal,Departamento,Venta,,,,,,,,4,10,,,,,,Urbankaizen,,,,7,,,,,Si,Si,,https://departamento.mercadolibre.com.ar/MLA-745071512-emprendimiento-kaizen-oro-palermo-soho-sin-comisioacuten-_JM,
754815286,Pedro Mendoza 619  Valeria Del Mar,1.700,$,,,Pedro Mendoza 619 Valeria Del Mar - Bs.as. Costa Atlántica,,Otro, 600 m² ,100 m²,3,4,2,,,,2,,,,,,,,,,2,,,,Si,Si,,,,
709828779,Terrenos y Lotes en Venta en Panamericana Km 45,48.000,U$S,,,Panamericana Km 45 Puertos - Escobar - Bs.as. G.b.a. Norte,Otro,Venta,,,,,,,,,,,,,,,Tizado Puertos Escobar,,,,,,,,,,Si,,https://terreno.mercadolibre.com.ar/MLA-709828779-emprendimiento-barrio-acacias-puertos-_JM,
698458437,Departamentos en Venta en Giordano Bruno 855,148.500,U$S,,,Giordano Bruno 855 Caballito - Capital Federal,Departamento,Venta,,,,,,,,,,,,,,,Cdariasa,,,,,,,,,,,,https://departamento.mercadolibre.com.ar/MLA-698458437-emprendimiento-giordano-bruno-855-_JM,
721499427,Terrenos y Lotes en Venta en Pedregales 1,332.524,$,,,Pedregales 1 Alejandro Korn - San Vicente - Buenos Aires Interior,Otro,Venta,,,,,,,,,,,,,,,Mazzei Propiedades,,,,,,,,,,,,https://terreno.mercadolibre.com.ar/MLA-721499427-emprendimiento-pedregales-_JM,
755294240,Av. Perito Moreno 853  El Fantasio  Villa Carlos Paz,1.149,$,,,Av. Perito Moreno 853 El Fantasio - Villa Carlos Paz - Córdoba,,Otro, 1400 m² ,100 m²,2,,1,,,,,,,,,,,,,,3,,,Si,Si,Si,Si,,,
750172209,Departamentos en Venta en Tapiales 1200,279.000,U$S,,,Tapiales 1200 Vicente López - Bs.as. G.b.a. Norte,Departamento,Venta,,,,,,,,,,,,,,,Bellagamba Mktg Inmobiliario,,,,,,,,,,,,https://departamento.mercadolibre.com.ar/MLA-750172209-emprendimiento-gruumln-_JM,
751656379,La Pista 1550  Ingeniero Maschwitz  Escobar,15.000,U$S,,,La Pista 1550 Ingeniero Maschwitz - Escobar - Bs.as. G.b.a. Norte,,Otro, 486 m² ,,,,,,,,,,,,,,,,,,,,,,,,,,,
750171578,Departamentos en Venta en Presidente Hipólito Yrigoyen 1514,139.000,U$S,,,Presidente Hipólito Yrigoyen 1514 Florida - Vicente López - Bs.as. G.b.a. Norte,Departamento,Venta,,,,,,,,,,,,,,,Bellagamba Mktg Inmobiliario,,,,,,,,,Si,,,https://departamento.mercadolibre.com.ar/MLA-750171578-emprendimiento-droumlm-_JM,
739237083,Departamentos en Venta en San Lorenzo 2440,150.000,U$S,,,San Lorenzo 2440 Olivos - Vicente López - Bs.as. G.b.a. Norte,Departamento,Venta,,,,,,,,,4,,,,,,Sessarego Alejandro,,,,,,,,,Si,Si,,https://departamento.mercadolibre.com.ar/MLA-739237083-emprendimiento-san-lorenzo-2440-los-olivos-_JM,
750352469,Departamentos en Venta en Rodriguez 1149,118.000,U$S,,,Rodriguez 1149 Centro - Rosario - Santa Fe,Departamento,Venta,,,,,,,,4,6,,,,,,Inmobiliaria Gazze,,,,1,,,,,,,,https://departamento.mercadolibre.com.ar/MLA-750352469-emprendimiento-rodriguez-1149-_JM,
755016983,Ruta 11 380  Costa Esmeralda,275.000,U$S,,,Ruta 11 380 Costa Esmeralda - Bs.as. Costa Atlántica,,Otro, 1000 m² ,270 m²,5,6,5,6000,,,2,2 años,,,,,Ivanka Bolkovic,,,,,,,Si,Si,Si,Si,,,
737815556,Departamentos en Venta en Campus Vista 100,95.277,U$S,,,Campus Vista 100 Pilar - Bs.as. G.b.a. Norte,Departamento,Venta,,,,,,,,,,,,,,,Mariaveronicablanco,,,,,,,,,Si,Si,,https://departamento.mercadolibre.com.ar/MLA-737815556-emprendimiento-campus-vista-_JM,
754941732,Boulevar Todos Los Santos Al 2800  Vila Marina  Tigre,280.000,U$S,,,Boulevar Todos Los Santos Al 2800 Vila Marina - Tigre - Bs.as. G.b.a. Norte,,Otro, 404 m² ,123 m²,3,,3,,,,,0 años,,,,,Get Negocios Inmobiliarios,,,,1,,,,,Si,Si,,,
747390964,Departamentos en Venta en Pizarro 5551,160.000,U$S,,,Pizarro 5551 Villa Luro - Capital Federal,Departamento,Venta,,,,,,,,4,3,,,,,,Mpinmuebles,,,,,,,,,,,,https://departamento.mercadolibre.com.ar/MLA-747390964-emprendimiento-pizarro-5551-_JM,
754856714,Irigoyen Sn  Cañuelas,165.000,U$S,,,Irigoyen Sn Cañuelas - Buenos Aires Interior,,Otro, 200 m² ,180 m²,3,,3,,,,,,,,,,,,,,2,,,,,,,,,
711117740,Departamentos en Venta en Mendoza 3876,220.000,U$S,,,Mendoza 3876 Belgrano - Capital Federal,Departamento,Venta,,,,,,,,,3,,,,,,Justevila,,,,5,,,,,,Si,,https://departamento.mercadolibre.com.ar/MLA-711117740-emprendimiento-mendoza-3876-_JM,
754930184,De La Chincha Sn 1  La Herradura  Pinamar,140.000,$,,,De La Chincha Sn 1 La Herradura - Pinamar - Bs.as. Costa Atlántica,,Otro, 450 m² ,450 m²,3,4,4,,,,1,,,,,,Madridprop,,,,1,,,Si,Si,Si,Si,,,
751615841,Serrano 918  Palermo ,200.000,$,,,Serrano 918 Palermo - Capital Federal,,Otro, 30 m² ,30 m²,,,1,,,,,,,,,,,,,,,,,Si,,,,,,
726880487,Departamentos en Venta en Avenida Maipú 1809,173.107,U$S,,,Avenida Maipú 1809 Vicente López - Bs.as. G.b.a. Norte,Departamento,Venta,,,,,,,,,14,,,,,,Carlos Bezruk,,,,,,,,,Si,Si,,https://departamento.mercadolibre.com.ar/MLA-726880487-emprendimiento-yrigoyen-boulevard-_JM,
752912370,Ayacucho Al 2000  Olivos  Vicente López,155.000,U$S,,,Ayacucho Al 2000 Olivos - Vicente López - Bs.as. G.b.a. Norte,,Otro, 72 m² ,44 m²,1,2,1,,,,,6 años,,Contrafrente,,,D'aria Propiedades,,,,,,,,,,,,,
713287616,Departamentos en Venta en San José De Calasanz 839,270.000,U$S,,,San José De Calasanz 839 Parque Chacabuco - Capital Federal,Casa,Venta,,,,,,,,2,9,,,,,,Nuevas Propiedades,,,,14,,,,,Si,,,https://departamento.mercadolibre.com.ar/MLA-713287616-emprendimiento-allegra-edificio-eco-smart-_JM,
709771506,Departamentos en Venta en Eduardo Acevedo 540,274.500,U$S,,,Eduardo Acevedo 540 Villa Crespo - Capital Federal,Departamento,Venta,,,,,,,,2,9,,,,,,Justevila,,,,13,,,,,Si,,,https://departamento.mercadolibre.com.ar/MLA-709771506-emprendimiento-acevedo-540-_JM,
754982983,Ruta Provincial 58 16  Canning  Ezeiza,17.000,U$S,,,Ruta Provincial 58 16 Canning - Ezeiza - Bs.as. G.b.a. Sur,,Otro, 800 m² ,,,,,,,,,,,,,,,,,,,,,,,,,,,
754992703,11 1681  La Plata,135.000,U$S,,,11 1681 La Plata - Bs.as. G.b.a. Sur,,Otro, 86 m² ,86 m²,2,3,2,,,,,,,Frente,,,,,,,1,,,,,,,,,
699223055,Departamentos en Venta en Baradero 128,69.000,U$S,,,Baradero 128 Floresta - Capital Federal,Departamento,Venta,,,,,,,,3,8,,,,,,Justevila,,,,10,,,,,Si,,,https://departamento.mercadolibre.com.ar/MLA-699223055-emprendimiento-baradero-128-_JM,
754942126,Espinosa Al 2300  Paternal ,28.000,U$S,,,Espinosa Al 2300 Paternal - Capital Federal,,Otro,,,,,,,,,,0 años,,,,,Marmol & Blejman Propiedades,,,,,,,,,,,,,
754803331,46 189  San Clemente,1.200,$,,,46 189 San Clemente - Bs.as. Costa Atlántica,,Otro, 40 m² ,40 m²,2,3,1,,,,,,Dúplex,Frente,,,,,,,1,,,,,Si,,,,
754920918,Libertad Al 100  San Matías  Escobar,259.000,U$S,,,Libertad Al 100 San Matías - Escobar - Bs.as. G.b.a. Norte,,Otro, 1016 m² ,226 m²,3,,4,,,,2,1 años,,,,,Top Bienes Raíces,,,,2,,,Si,,Si,Si,,,
754914249,Del Barco Centenera 874  Caballito ,83.000,U$S,,,Del Barco Centenera 874 Caballito - Capital Federal,,Otro, 52 m² ,48 m²,,,1,300,,,,10 años,,,,,,,,,,,,,,,,,,
754624146,Jeronimo Salguero 3074  Palermo Chico ,80.000,$,,,Jeronimo Salguero 3074 Palermo Chico - Capital Federal,,Otro, 100 m² ,92 m²,2,3,3,,,,,,,,,,,,,,1,,,,,,,,,
754948469,Sanchez De Bustamante 1600  Barrio Norte ,150,$,,,Sanchez De Bustamante 1600 Barrio Norte - Capital Federal,,Otro, 90 m² ,80 m²,,,2,,1,,,40 años,,Frente,,,,,,,,,,Si,,,,,,
754742963,Calle Libertad 310  El Cantón  Escobar,50.000,U$S,,,Calle Libertad 310 El Cantón - Escobar - Bs.as. G.b.a. Norte,,Otro, 802 m² ,,,,,,,,,,,A laguna,,,,,,,,,,,,,,,,
755023747,Thames 3095  Punta Mogotes  Mar Del Plata,1.100,$,,,Thames 3095 Punta Mogotes - Mar Del Plata - Bs.as. Costa Atlántica,,Otro, 40 m² ,40 m²,1,2,1,,,,,,,,,,,,,,1,,,,,,,,,
754416546,Calle Rural Sin Número 0003  Verónica  Punta Indio,1.190.000,U$S,,,Calle Rural Sin Número 0003 Verónica - Punta Indio - Buenos Aires Interior,,Otro, 1220000 m² ,400 m²,4,5,3,,,,,35,,,,,Gagino Imaginainmobiliaria,,,,,,,,,,,,,
754915334,Calle 63  Km 32 Autopista Bs. As - La Plata 63  Berazategui,70.000,U$S,,, ,,Otro, 700 m² ,,,,,1900,,,,,,A laguna,,,,,,,,,,,,,,,,
751881436,Av 1 315  Villa Gesell,1.300,$,,,Av 1 315 Villa Gesell - Bs.as. Costa Atlántica,,Otro, 30 m² ,30 m²,1,2,1,,2,,,,Dúplex,Frente,,,,,,,,,,,,,,,,
754787211,Barrio Norte 488  El Cantón  Escobar,29.000,U$S,,,Barrio Norte 488 El Cantón - Escobar - Bs.as. G.b.a. Norte,,Otro, 1000 m² ,1000 m²,,,1,,,,,,,,,,,,,,1,,,,,,,,,
755215401,260 Entre 215 Y Agote Sn  Carlos Tomás Sourigues  Berazategui,19.999,$,,,260 Entre 215 Y Agote Sn Carlos Tomás Sourigues - Berazategui - Bs.as. G.b.a. Sur,,Otro, 1500 m² ,,,,,,,,,,,,,,,,,,,,,,,,,,,
751811697,Calle 23 (mitre) 685  Miramar,1.000,$,,,Calle 23 (mitre) 685 Miramar - Bs.as. Costa Atlántica,,Otro, 35 m² ,35 m²,1,1,1,,,,,,Departamento,Frente,,,,,,,,,,,,,,,,
754578575,Gaona 2150  Ramos Mejía  La Matanza,28.000,$,,,Gaona 2150 Ramos Mejía - La Matanza - Bs.as. G.b.a. Oeste,,Otro, 310 m² ,130 m²,3,4,2,,,,3,,,,,,,,,,1,,,,Si,,,Si,,
753228632,Av. La Plata 1768  Boedo ,550.000,$,,,Av. La Plata 1768 Boedo - Capital Federal,,Otro, 9 m² ,9 m²,,,1,,,,,,,,,,,,,,,,,,,,,,,
753604928,Catamarca 2059  San Bernardo,13.500,$,,,Catamarca 2059 San Bernardo - Bs.as. Costa Atlántica,,Otro, 45 m² ,40 m²,1,2,1,,,,,,Departamento,Frente,,,,,,,1,,,,Si,Si,,,,
751611680,Lerma 500  Palermo ,125.000,U$S,,,Lerma 500 Palermo - Capital Federal,,Otro, 46 m² ,46 m²,1,2,2,2400,,,2,,Dúplex,Frente,,,Lopezcastromil Propiedades,,,,,,Si,Si,,,,,,
754742012,De La Media Caña 3736  Parque Leloir  Ituzaingó,420.000,U$S,,,De La Media Caña 3736 Parque Leloir - Ituzaingó - Bs.as. G.b.a. Oeste,,Otro, 1800 m² ,1800 m²,3,5,4,,,,2,7 años,,,,,Dallenogarepropiedad,,,,3,,,Si,Si,Si,Si,,,
752138674,Jose Bonifacio 1500  Caballito ,19.000,$,,,Jose Bonifacio 1500 Caballito - Capital Federal,,Otro, 50 m² ,50 m²,2,3,1,,1,2,,4 años,Departamento,Contrafrente,,,,,,,,,,,,,,,,
701924112,3 33  Laguna De Lobos  Lobos,2.500,$,,,3 33 Laguna De Lobos - Lobos - Buenos Aires Interior,,Otro, 3200 m² ,120 m²,3,4,2,,,,,30 años,,,,,,,,,,,,,,,,,,
752669412,San Luis Al 600  Centro  Rosario,120.000,U$S,,,San Luis Al 600 Centro - Rosario - Santa Fe,,Otro, 72 m² ,50 m²,1,2,1,,,,,2 años,,,,,Vanzini,,,,,,Si,Si,,,,,,
690251166,Atahualpa 3810  Bosques De Peralta Ramos  Mar Del Plata,1.600,$,,,Atahualpa 3810 Bosques De Peralta Ramos - Mar Del Plata - Bs.as. Costa Atlántica,,Otro, 295 m² ,62 m²,2,3,1,,,,1,,,,,,,,,,1,,,,Si,Si,,,,
753978038,Papagaio 185  Bombinhas  Santa Catarina,180,U$S,,,Papagaio 185 Bombinhas - Santa Catarina - Brasil,,Otro, 107 m² ,107 m²,3,5,2,,,,,,Departamento,Frente,,,,,,,1,,,Si,,Si,,,,
697141764,Calle 44 1428  San Clemente,1.000,$,,,Calle 44 1428 San Clemente - Bs.as. Costa Atlántica,,Otro, 800 m² ,50 m²,1,2,1,,,,,,,,,,,,,,1,,,,Si,Si,,,,
754272111,Sarmiento 2434  El Bolsón,50.000,U$S,,,Sarmiento 2434 El Bolsón - Río Negro,,Otro, 140 m² ,140 m²,,,2,,,,1,8 años,,,,,,,,,,,,Si,,,,,,
752444513,Moreno 1800  Balvanera ,140.000,U$S,,,Moreno 1800 Balvanera - Capital Federal,,Otro, 80 m² ,80 m²,2,3,1,,,,,,Departamento,,,,Gustavo Guastello,,,,,,,,,,,,,
691174655,Cnel. De Marina C. Fournier 191  Valeria Del Mar,1.700,$,,,Cnel. De Marina C. Fournier 191 Valeria Del Mar - Bs.as. Costa Atlántica,,Otro, 100 m² ,75 m²,2,3,2,,,,,,,,,,,,,,3,,,,Si,Si,,,,
752490426,Estrada 111  Villa Carlos Paz,780.000,U$S,,,Estrada 111 Villa Carlos Paz - Córdoba,,Otro, 600 m² ,740 m²,,,,,,,,38 años,,,,,Moraleslorena04,,,,,,,,,,,,,
754234696,Espora 100  Ramos Mejía  La Matanza,170.000,U$S,,,Espora 100 Ramos Mejía - La Matanza - Bs.as. G.b.a. Oeste,,Otro, 66 m² ,60 m²,2,3,1,,,,,,,,,,,,,,,,,,,,,,,
711727976,Bucarelli 71  General Rodríguez,2.500,$,,,Bucarelli 71 General Rodríguez - Buenos Aires Interior,,Otro, 2650 m² ,400 m²,2,4,2,,,,,20 años,,,,,,,,,,,,,,Si,Si,,,
753718769,Rocha 400  Parque Luro  Mar Del Plata,210.000,U$S,,,Rocha 400 Parque Luro - Mar Del Plata - Bs.as. Costa Atlántica,,Otro, 170 m² ,160 m²,3,4,2,,,,,30 años,,,,,Castelloestudio,,,,2,,,,,,,,,
752937514,Vieytes 59  Alto Alberdi ,6.500,$,,,Vieytes 59 Alto Alberdi - Córdoba,,Otro,,,1,1,1,,,,,,,,,,House Negocios Inmo,,,,,,,,,,,,,
699915667,Quinteros 2189 Esq Drago 2189  Nueva Atlantis,1.200,$,,,Quinteros 2189 Esq Drago 2189 Nueva Atlantis - Bs.as. Costa Atlántica,,Otro, 100 m² ,50 m²,2,3,1,,,,,,,,,,,,,,2,,,,Si,Si,,,,
754942069,Espinosa Al 2300  Paternal ,169.314,U$S,,,Espinosa Al 2300 Paternal - Capital Federal,,Otro, 96 m² ,62 m²,1,3,2,,,,,0 años,Departamento,,,,Marmol & Blejman Propiedades,,,,,,,,,,,,,
697339116,Dr. Luis Cettour Y Cabildo 6  San José  Colón,900,$,,,Dr. Luis Cettour Y Cabildo 6 San José - Colón - Entre Ríos,,Otro, 75 m² ,60 m²,,,,,,,,5 años,,,,,,,,,,,,,,,,,,
706996992,Calle 11 Y Calle 26 360  Apart Club San Pedro  San Pedro,111.111,$,,,Calle 11 Y Calle 26 360 Apart Club San Pedro - San Pedro - Buenos Aires Interior,,Otro, 1250 m² ,90 m²,2,,1,,,,,,,,,,,,,,2,,,Si,Si,Si,Si,,,
754942096,Espinosa Al 2300  Paternal ,85.431,U$S,,,Espinosa Al 2300 Paternal - Capital Federal,,Otro, 35 m² ,30 m²,1,1,1,,,,,0 años,Departamento,,,,Marmol & Blejman Propiedades,,,,,,,,,,,,,
692497083,Fragata Sarmiento 575  Golf Viejo  Pinamar,2.099,$,,,Fragata Sarmiento 575 Golf Viejo - Pinamar - Bs.as. Costa Atlántica,,Otro, 142 m² ,120 m²,2,3,2,,,,1,,,,,,,,,,1,,,,Si,Si,,,,
752266780,Ayres De San Isidro Saenz Peña Al 100  San Isidro,398.000,U$S,,,Ayres De San Isidro Saenz Peña Al 100 San Isidro - Bs.as. G.b.a. Norte,,Otro,,93 m²,3,4,2,6000,,,1,0 años,,,,,Narvaez,,,,1,,,,,,Si,,,
694587717,Calle 41 41  Mar Azul,1.200,$,,,Calle 41 41 Mar Azul - Bs.as. Costa Atlántica,,Otro, 80 m² ,50 m²,2,2,1,,,,,,,,,,,,,,1,,,,,Si,,,,
752630214,España Y Catamarca  Centro  Rosario,135.000,U$S,,,España Y Catamarca Centro - Rosario - Santa Fe,,Otro, 68 m² ,60 m²,2,3,1,2500,,,10,25 años,,Frente,,,Sucursal Rosario | Ventas,,,,,,,,,,,,,
702015047,6 4377  Necochea,1.000,$,,,6 4377 Necochea - Bs.as. Costa Atlántica,,Otro, 200 m² ,60 m²,,,,,,,,10 años,,,,,,,,,,,,,,,,,,
690939380,51 470  San Clemente,900,$,,,51 470 San Clemente - Bs.as. Costa Atlántica,,Otro, 30 m² ,30 m²,,,,,,,,5 años,,,,,,,,,,,,,,,,,,
695929996,Santiago De Compostela 800  Los Reartes  Calamuchita,2.000,$,,,Santiago De Compostela 800 Los Reartes - Calamuchita - Córdoba,,Otro, 4000 m² ,80 m²,2,4,1,,,,,,,,,,,,,,1,,,,Si,Si,,,,
754143350,Urquiza 1074 10-01  Centro  Rosario,64.000,U$S,,,Urquiza 1074 10-01 Centro - Rosario - Santa Fe,,Otro, 29 m² ,29 m²,,1,1,650,,,,4 años,,Frente,,,Vanzini,,,,,,Si,,,,,,,
748746504,Carlos Calvo Y Las Secuoyas 1722  La Lonja  Pilar,3.000,$,,,Carlos Calvo Y Las Secuoyas 1722 La Lonja - Pilar - Bs.as. G.b.a. Norte,,Otro, 2500 m² ,150 m²,2,,3,,,,,,,,,,,,,,,,,,,,,,,
695628920,Paraje La Angostura 100  Villa Pehuenia  Aluminé,1.500,$,,,Paraje La Angostura 100 Villa Pehuenia - Aluminé - Neuquén,,Otro, 60 m² ,60 m²,2,4,1,,,,,,,,,,,,,,1,,,,Si,Si,,,,
752989754,Valle Fertil 322  Centro  Pinamar,47.000,$,,,Valle Fertil 322 Centro - Pinamar - Bs.as. Costa Atlántica,,Otro, 76 m² ,52 m²,1,8,2,,,,,,,,,,Madridprop,,,,1,,,,,,,,,
751690589,Rejon Al 5900  Mar Del Plata,176.000,U$S,,,Rejon Al 5900 Mar Del Plata - Bs.as. Costa Atlántica,,Otro, 110 m² ,110 m²,3,4,3,,,,,0 años,,Frente,,,Girard Propiedades,,,,,,,,,,,,,
701027904,Av. Roldan 200  Nueva Atlantis,1.000,$,,,Av. Roldan 200 Nueva Atlantis - Bs.as. Costa Atlántica,,Otro, 60 m² ,40 m²,2,,1,,,,,,,,,,,,,,1,,,,,,,,,
755062835,Apeleg 300  Puerto Madryn  Biedma,1.400,$,,,Apeleg 300 Puerto Madryn - Biedma - Chubut,,Otro, 30 m² ,30 m²,1,1,1,,,,,,Departamento,Frente,,,,,,,,,,,,,,,,
752251806,Madariaga 32  Luis Guillón  Esteban Echeverría,18.000,U$S,,,Madariaga 32 Luis Guillón - Esteban Echeverría - Bs.as. G.b.a. Sur,,Otro, 30 m² ,30 m²,,,1,,,,,,,,,,,,,,,,,Si,,,,,,
693250365,Rio De Janeiro 762  Santa Clara Del Mar,1.500,$,,,Rio De Janeiro 762 Santa Clara Del Mar - Bs.as. Costa Atlántica,,Otro, 150 m² ,90 m²,2,3,2,,,,2,,,,,,,,,,1,,,,Si,Si,,,,
753399728,Nahuel Huapí 4900  Villa Urquiza ,15.000,$,,,Nahuel Huapí 4900 Villa Urquiza - Capital Federal,,Otro, 48 m² ,45 m²,1,2,1,,,,,,,,,,,,,,,,,,,,,,,
691624404,Chapadmalal Calle 12 Bis Y Esquina 721.ruta 11  Km 542 5 3400  Chapadmalal,1,$,,,Chapadmalal Calle 12 Bis Y Esquina 721.ruta 11  Km 542 5 3400 Chapadmalal - Bs.as. Costa Atlántica,,Otro, 1541 m² ,178 m²,,,,,,,,1 años,,,,,,,,,,,,,,,,,,
754209231,Bulevard La Herradura 777  La Herradura  Pinamar,250.000,U$S,,,Bulevard La Herradura 777 La Herradura - Pinamar - Bs.as. Costa Atlántica,,Otro, 1400 m² ,210 m²,4,6,3,,,,,1 años,,,,,,,,,1,,,Si,Si,Si,,,,
754299239,Bolivar 2200  Centro  Mar Del Plata,1.200,$,,,Bolivar 2200 Centro - Mar Del Plata - Bs.as. Costa Atlántica,,Otro, 34 m² ,29 m²,1,1,1,,,,,,Departamento,Frente,,,,,,,,,,,,,,,,
